Src_Vertex,PopulateTime(ms),MemUsage(MB),BFSTime(ms),BFSSum,DFSTime(ms),DFSSum
2,0,2.25,0,4.43,0,4.56
2,4,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
2,3,2.25,0,4.43,0,4.56
2,5,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
2,0,2.25,0,4.43,0,4.56
